Date,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
2018-01-16,66.1500015258789,172.89999389648438,170.14999389648438,27.43937110900879,57.015499114990234,146.4199981689453,111.51000213623047,181.5,34.69639587402344,90.13999938964844,66.99700164794922,173.24000549316406,170.61000061035156,27.689016342163086,57.444000244140625,148.05999755859375,113.43000030517578,181.75,35.08538818359375,90.7699966430664,64.61499786376953,167.57000732421875,166.36000061035156,27.175464630126953,56.33300018310547,146.02999877929688,111.06999969482422,178.0399932861328,34.60151672363281,89.63999938964844,65.24299621582031,169.30999755859375,167.5399932861328,27.43937110900879,56.53499984741211,146.86000061035156,112.2699966430664,178.38999938964844,34.724857330322266,90.22000122070312,144414000,8530600,2046100,10847695,36462000,8804000,22703300,36183800,30536699,9465300,65.24299621582031,143.7731475830078,150.7396697998047,21.316741943359375,56.33079528808594,120.0894775390625,92.11473846435547,177.71115112304688,25.672414779663086,74.46857452392578
2018-01-17,65.61199951171875,169.32000732421875,168.60000610351562,27.52496337890625,56.81800079345703,147.83999633789062,111.88999938964844,179.25999450683594,34.93358612060547,90.55999755859375,65.69999694824219,170.11000061035156,168.63999938964844,27.96005630493164,56.965999603271484,148.32000732421875,113.30000305175781,179.32000732421875,35.455406188964844,91.7300033569336,64.04399871826172,168.5,166.38999938964844,27.49643325805664,56.17449951171875,145.47999572753906,111.30999755859375,175.8000030517578,34.886146545410156,90.43000030517578,64.75,168.5,167.42999267578125,27.8815975189209,56.95500183105469,146.97999572753906,112.98999786376953,177.60000610351562,35.275142669677734,91.19999694824219,105076000,5571400,1960400,8315262,27830000,10619700,14940300,27992400,25332363,8345500,64.75,143.0853729248047,150.64071655273438,21.66028594970703,56.7492790222168,120.18756866455078,92.70548248291016,176.92417907714844,26.079246520996094,75.27749633789062
2018-01-18,64.69750213623047,169.3300018310547,166.9600067138672,27.81740379333496,56.967498779296875,146.92999267578125,112.76000213623047,178.1300048828125,35.265655517578125,90.23999786376953,65.2300033569336,170.75999450683594,168.4499969482422,27.874465942382812,57.02949905395508,147.44000244140625,113.72000122070312,180.97999572753906,35.265655517578125,90.6500015258789,64.20099639892578,168.08999633789062,166.25999450683594,27.225391387939453,56.222999572753906,145.97000122070312,112.2699966430664,177.0800018310547,34.819732666015625,89.66999816894531,64.66600036621094,168.8300018310547,167.89999389648438,27.52496337890625,56.798500061035156,146.9199981689453,113.26000213623047,179.8000030517578,35.09487533569336,90.18000030517578,80538000,4668800,2185900,9881857,27498000,5554800,14572900,23304900,19946528,7699800,64.66600036621094,143.36563110351562,151.06362915039062,21.38323211669922,56.59334182739258,120.13848876953125,92.92700958251953,179.11578369140625,25.945968627929688,75.00301361083984
2018-01-19,65.5999984741211,169.6300048828125,168.52999877929688,27.639087677001953,56.9015007019043,147.4600067138672,113.94000244140625,180.85000610351562,35.284629821777344,90.27999877929688,65.6500015258789,170.4499969482422,170.32000732421875,27.67474937438965,57.18899917602539,147.64999389648438,114.33999633789062,182.3699951171875,35.370018005371094,91.26000213623047,64.64949798583984,168.61000061035156,168.08999633789062,27.03281021118164,56.625,146.4199981689453,112.80000305175781,180.1699981689453,34.629981994628906,90.23999786376953,64.72899627685547,170.41000366210938,170.32000732421875,27.082738876342773,57.17499923706055,147.36000061035156,113.01000213623047,181.2899932861328,35.04743957519531,91.06999969482422,91570000,5796700,1613900,11867509,30552000,8738800,18785500,26826500,31133684,9364000,64.72899627685547,145.3789825439453,153.24090576171875,21.03968620300293,56.96848678588867,120.49828338623047,92.72188568115234,180.60012817382812,25.91090202331543,75.74323272705078
2018-01-22,64.8584976196289,170.32000732421875,170.0,27.261056900024414,57.191001892089844,147.00999450683594,112.66000366210938,180.8000030517578,35.0,90.87999725341797,66.37249755859375,170.91000366210938,170.39999389648438,27.553495407104492,58.34400177001953,148.13999938964844,114.38999938964844,185.38999938964844,35.1707763671875,91.91999816894531,64.83300018310547,168.47999572753906,168.72000122070312,27.047075271606445,57.090999603271484,146.72000122070312,112.5,180.41000366210938,34.84819793701172,90.7699966430664,66.3655014038086,170.88999938964844,170.3800048828125,27.139799118041992,58.20800018310547,148.13999938964844,114.33000183105469,185.3699951171875,35.0379524230957,91.88999938964844,82802000,3540900,1401000,13264042,29550000,7010400,12475700,21059500,21380495,8658000,66.3655014038086,145.7884521484375,153.29493713378906,21.08400535583496,57.99775314331055,121.13613891601562,93.80492401123047,184.66458129882812,25.903879165649414,76.42521667480469
2018-01-23,66.90450286865234,172.0,169.89999389648438,27.403709411621094,58.53099822998047,146.9600067138672,113.66999816894531,186.0500030517578,34.93358612060547,89.81999969482422,68.24500274658203,172.0500030517578,170.08999633789062,27.774608612060547,58.925498962402344,147.44000244140625,114.63999938964844,189.5500030517578,35.180267333984375,90.20999908447266,66.86699676513672,169.1999969482422,168.42999267578125,27.332382202148438,58.36249923706055,141.6199951171875,113.3499984741211,185.5500030517578,34.667930603027344,88.5999984741211,68.12699890136719,169.42999267578125,168.66000366210938,27.482168197631836,58.80849838256836,141.8300018310547,114.20999908447266,189.35000610351562,34.93358612060547,89.05000305175781,103386000,5036500,1365000,9026637,39138000,17473600,12320800,25678800,18527212,18756300,68.12699890136719,144.54286193847656,151.7473907470703,21.34998321533203,58.59608459472656,115.97634887695312,93.70647430419922,188.6294403076172,25.826730728149414,74.06318664550781
2018-01-24,68.74099731445312,171.39999389648438,169.7100067138672,27.43937110900879,59.249000549316406,143.5,114.86000061035156,189.88999938964844,35.09487533569336,89.05999755859375,69.40799713134766,172.4499969482422,170.42999267578125,27.47503662109375,59.352500915527344,143.55999755859375,116.0,190.66000366210938,35.1707763671875,89.16000366210938,66.9000015258789,167.6699981689453,168.05999755859375,27.189729690551758,58.369998931884766,141.8000030517578,114.66000366210938,186.52000427246094,34.84819793701172,87.69999694824219,67.87550354003906,168.33999633789062,169.60000610351562,27.253923416137695,58.56449890136719,142.07000732421875,115.66999816894531,186.5500030517578,35.0379524230957,88.30999755859375,136150000,8241000,1448700,7695157,37128000,13034400,15904500,24334500,18673191,15141900,67.87550354003906,143.6129608154297,152.59315490722656,21.172666549682617,58.35296630859375,116.17259216308594,94.90434265136719,185.84011840820312,25.903879165649414,73.4477310180664
2018-01-25,68.4000015258789,173.10000610351562,171.0,27.346647262573242,59.035499572753906,142.30999755859375,116.04000091552734,187.9499969482422,35.07590103149414,88.68000030517578,68.91699981689453,173.10000610351562,171.39999389648438,27.653352737426758,59.25,144.66000366210938,116.16999816894531,188.6199951171875,35.426944732666016,89.05000305175781,67.88099670410156,162.4600067138672,166.91000366210938,27.282453536987305,58.59199905395508,142.2100067138672,115.08000183105469,186.60000610351562,35.00948715209961,88.01000213623047,68.89749908447266,169.3699951171875,169.1300048828125,27.589157104492188,59.106998443603516,144.39999389648438,115.69999694824219,187.47999572753906,35.32258224487305,88.33999633789062,95060000,16937100,1651300,9659359,29984000,7938800,13510000,17377700,18988232,11264400,68.89749908447266,144.49168395996094,152.17027282714844,21.433101654052734,58.89350128173828,118.07786560058594,94.928955078125,186.7665557861328,26.11431884765625,73.47267150878906
2018-01-26,69.60050201416016,168.80999755859375,169.5,27.71041488647461,59.37649917602539,144.5,115.69999694824219,187.75,35.38899230957031,88.16999816894531,70.12650299072266,169.0,171.9600067138672,27.781740188598633,59.37799835205078,145.60000610351562,116.31999969482422,190.0,37.08728790283203,88.16999816894531,69.04550170898438,164.5500030517578,169.13999938964844,27.4179744720459,58.4015007019043,144.1300048828125,114.95999908447266,186.80999755859375,35.38899230957031,87.2300033569336,70.10250091552734,167.05999755859375,171.49000549316406,27.717546463012695,59.37799835205078,145.3300018310547,116.31999969482422,190.0,37.01138687133789,87.7300033569336,97146000,9045300,1554500,10535609,42170000,8065600,13883900,17759200,51441419,11503100,70.10250091552734,142.52098083496094,154.2936248779297,21.532838821411133,59.16352462768555,118.83834838867188,95.4376449584961,189.2769775390625,27.362871170043945,72.96532440185547
2018-01-29,70.45899963378906,165.5800018310547,171.49000549316406,27.61055564880371,59.400001525878906,144.85000610351562,116.0199966430664,188.75,37.00189971923828,87.69000244140625,71.56950378417969,165.8800048828125,171.9499969482422,27.61055564880371,59.900001525878906,144.94000244140625,117.3499984741211,188.83999633789062,37.40986633300781,87.73999786376953,70.02200317382812,159.4199981689453,168.75999450683594,27.218259811401367,59.202999114990234,143.52999877929688,116.0199966430664,185.6300048828125,36.7836799621582,86.69000244140625,70.88400268554688,162.5800018310547,169.17999267578125,27.339515686035156,59.32400131225586,143.67999267578125,116.19999694824219,185.97999572753906,37.0208740234375,86.86000061035156,114038000,9496800,1487600,6524908,31494000,8013400,11679900,20453200,36779014,11685800,70.88400268554688,138.6990966796875,152.2152557373047,21.23916244506836,59.10972213745117,117.48907470703125,95.33919525146484,185.2722625732422,27.3698787689209,72.24174499511719
2018-01-30,70.15850067138672,160.3300018310547,167.75,27.339515686035156,58.88600158691406,143.39999389648438,115.52999877929688,187.6199951171875,36.25237274169922,86.81999969482422,71.9625015258789,164.7100067138672,169.39999389648438,27.546361923217773,59.39649963378906,143.82000732421875,116.5999984741211,188.17999267578125,36.764705657958984,87.44000244140625,69.5999984741211,159.80999755859375,166.82000732421875,27.168331146240234,58.72549819946289,142.42999267578125,114.9800033569336,181.83999633789062,35.436431884765625,86.62999725341797,71.89099884033203,163.75999450683594,168.50999450683594,27.310983657836914,58.868499755859375,142.42999267578125,115.11000061035156,187.1199951171875,35.86337661743164,86.94999694824219,117438000,8694800,1712700,6458874,37338000,8376100,14279100,20858600,48483684,9662900,71.89099884033203,139.7056884765625,151.6124267578125,21.216997146606445,58.65586853027344,116.46697235107422,94.44486999511719,186.40792846679688,26.514129638671875,72.31663513183594
2018-01-31,72.56500244140625,164.6999969482422,169.4199981689453,27.318117141723633,59.19049835205078,142.57000732421875,115.6500015258789,188.3699951171875,35.977230072021484,86.80999755859375,73.62899780273438,165.7899932861328,170.5800018310547,27.52496337890625,59.316001892089844,142.57000732421875,116.66000366210938,189.8300018310547,36.043643951416016,87.41000366210938,72.50199890136719,161.88999938964844,166.16000366210938,27.175464630126953,58.60499954223633,138.10000610351562,115.16000366210938,185.22000122070312,34.94307327270508,86.08000183105469,72.54450225830078,162.77999877929688,166.4199981689453,27.46790313720703,59.111000061035156,138.19000244140625,115.66999816894531,186.88999938964844,35.14231491088867,86.33999633789062,128494000,7014000,1969800,14126131,36022000,13137400,13141400,43275100,35859926,11798100,72.54450225830078,138.86972045898438,149.73204040527344,21.338905334472656,58.897491455078125,112.99987030029297,94.90434265136719,186.17880249023438,25.981048583984375,71.80926513671875
2018-02-01,72.25,161.24000549316406,165.99000549316406,27.482168197631836,58.79949951171875,137.52999877929688,115.7699966430664,188.22000122070312,34.734344482421875,86.1500015258789,72.99400329589844,163.74000549316406,168.38999938964844,27.61055564880371,59.372501373291016,140.6699981689453,116.98999786376953,195.32000732421875,35.48387145996094,86.5,69.25700378417969,160.17999267578125,164.25999450683594,26.940086364746094,58.46799850463867,137.0,115.4800033569336,187.88999938964844,34.734344482421875,85.55999755859375,69.5,162.24000549316406,167.85000610351562,26.990013122558594,59.079498291015625,140.02000427246094,116.87000274658203,193.08999633789062,34.94307327270508,85.8499984741211,182276000,4323600,1721300,6862089,73514000,9393600,13800600,54211300,29697926,8606300,69.5,138.40899658203125,151.01861572265625,20.967649459838867,58.86610412597656,114.49629211425781,95.88890838623047,192.355224609375,26.07308006286621,71.4017333984375
2018-02-02,73.86949920654297,160.77000427246094,166.66000366210938,26.925819396972656,56.37099838256836,139.02000427246094,116.48999786376953,192.0399932861328,34.724857330322266,85.55999755859375,74.9000015258789,160.8000030517578,167.92999267578125,27.21112632751465,56.564998626708984,140.36000061035156,116.91999816894531,194.2100067138672,35.341556549072266,85.61000061035156,70.69999694824219,156.52999877929688,164.72000122070312,26.847360610961914,55.55849838256836,137.3800048828125,114.08999633789062,189.97999572753906,34.639469146728516,84.20999908447266,71.49749755859375,157.49000549316406,164.9600067138672,26.904422760009766,55.959999084472656,137.67999267578125,114.27999877929688,190.27999877929688,34.734344482421875,84.25,222514000,7602800,2568700,7758107,117842000,9262500,16477300,26677500,25588907,12846300,71.49749755859375,134.35675048828125,148.41842651367188,20.901151657104492,55.757869720458984,112.58280181884766,93.763916015625,189.555908203125,25.917335510253906,70.0710220336914
2018-02-05,70.13099670410156,154.92999267578125,163.10000610351562,26.904422760009766,55.03049850463867,136.5800018310547,113.0,186.92999267578125,34.61100769042969,83.98999786376953,72.9489974975586,158.92999267578125,166.05999755859375,27.15406608581543,55.7495002746582,137.0,114.58999633789062,190.61000061035156,34.819732666015625,84.37000274658203,66.03600311279297,142.85000610351562,156.97000122070312,26.269615173339844,52.83700180053711,122.1500015258789,103.9800033569336,180.61000061035156,32.25806427001953,80.0999984741211,69.5,151.0800018310547,157.02000427246094,26.33380889892578,53.11949920654297,130.38999938964844,108.80000305175781,181.25999450683594,32.89373779296875,81.05999755859375,229900000,11390500,3549600,9817225,83550000,19954100,30097600,33128200,42463657,17462200,69.5,128.88824462890625,141.27462768554688,20.457862854003906,52.927635192871094,106.62169647216797,89.26769256591797,180.5702362060547,24.543943405151367,67.41786193847656
2018-02-06,68.072998046875,148.07000732421875,153.9499969482422,26.04136848449707,51.69900131225586,130.00999450683594,106.8499984741211,178.57000732421875,32.40986633300781,80.52999877929688,72.19950103759766,156.55999755859375,162.25999450683594,26.262481689453125,54.36899948120117,132.99000549316406,112.4800033569336,185.77000427246094,33.66223907470703,82.44999694824219,67.5895004272461,146.80999755859375,151.4499969482422,25.370899200439453,51.5004997253418,128.0,106.61000061035156,177.74000549316406,32.25806427001953,80.12000274658203,72.14199829101562,156.41000366210938,161.8800048828125,26.01283836364746,54.221500396728516,131.8300018310547,112.11000061035156,185.30999755859375,33.47248458862305,82.37999725341797,221336000,13908700,3377400,17627346,76630000,19193500,33114800,37758500,56035067,19955500,72.14199829101562,133.4353790283203,145.6472930908203,20.208507537841797,54.025657653808594,107.7992172241211,91.98345947265625,184.60482788085938,24.975788116455078,68.51571655273438
2018-02-07,72.44999694824219,155.36000061035156,161.1699981689453,26.01283836364746,54.24850082397461,131.88999938964844,111.55000305175781,184.14999389648438,33.330169677734375,82.30000305175781,73.04949951171875,158.08999633789062,164.16000366210938,26.883024215698242,54.326499938964844,133.42999267578125,114.44999694824219,185.0800018310547,33.82352828979492,83.38999938964844,70.75749969482422,154.27999877929688,160.91000366210938,25.741796493530273,52.73099899291992,131.35000610351562,111.1500015258789,179.9499969482422,33.178367614746094,81.81999969482422,70.83899688720703,154.33999633789062,161.44000244140625,25.78459358215332,52.77050018310547,131.4199981689453,112.87000274658203,180.17999267578125,33.1878547668457,81.83999633789062,143254000,7156500,2378800,11991867,51942000,10550400,21878300,27601900,30955980,11851800,70.83899688720703,131.66943359375,145.25140380859375,20.031190872192383,52.57989501953125,107.46395111083984,92.60700988769531,179.49435424804688,24.763404846191406,68.06659698486328
2018-02-08,71.48400115966797,153.85000610351562,161.1999969482422,25.791725158691406,52.993499755859375,130.91000366210938,113.11000061035156,181.00999450683594,33.20683288574219,82.02999877929688,71.6875,154.19000244140625,161.22000122070312,26.28388023376465,53.19649887084961,131.25,113.11000061035156,181.83999633789062,33.36812210083008,82.22000122070312,67.49700164794922,145.9199981689453,153.61000061035156,25.641939163208008,50.23500061035156,126.11000061035156,107.83999633789062,171.47999572753906,31.878557205200195,80.1500015258789,67.5250015258789,145.99000549316406,153.66000366210938,25.66333770751953,50.385501861572266,126.36000061035156,107.87999725341797,171.5800018310547,31.907020568847656,80.22000122070312,171572000,9101900,3051300,15882697,66792000,11680200,27425800,38478300,45850792,14596100,67.5250015258789,124.5459213256836,138.25152587890625,19.936994552612305,50.20351028442383,103.32630157470703,88.51287078857422,170.92706298828125,23.80769920349121,66.71924591064453
2018-02-09,68.67449951171875,148.7100067138672,155.41000366210938,25.78459358215332,51.29399871826172,127.5199966430664,109.0999984741211,174.75999450683594,32.438331604003906,80.9800033569336,69.17500305175781,150.88999938964844,157.14999389648438,26.462196350097656,52.58599853515625,130.9199981689453,111.05000305175781,176.89999389648438,32.66603469848633,81.02999877929688,63.29650115966797,142.8800048828125,148.60000610351562,25.58487892150879,49.849998474121094,125.44000244140625,106.2300033569336,167.17999267578125,31.49905014038086,78.58999633789062,66.9800033569336,149.2100067138672,154.92999267578125,26.291013717651367,52.313499450683594,129.52999877929688,110.04000091552734,176.11000061035156,32.40986633300781,79.91999816894531,282830000,9528100,3895300,15179174,98360000,15030900,28188000,39887600,49851776,18838800,66.9800033569336,127.29295349121094,139.3941650390625,20.42461395263672,52.12454605102539,105.91844177246094,90.28506469726562,175.43983459472656,24.182899475097656,66.4697036743164
2018-02-12,68.2334976196289,151.8699951171875,156.74000549316406,26.319543838500977,52.833499908447266,130.0,111.16999816894531,177.05999755859375,32.68500900268555,80.61000061035156,69.69049835205078,153.4499969482422,160.36000061035156,26.62624740600586,53.278499603271484,131.32000732421875,112.7300033569336,177.5500030517578,33.083492279052734,81.66999816894531,67.20050048828125,150.25,155.91000366210938,26.0770320892334,52.27450180053711,127.68000030517578,110.06999969482422,171.83999633789062,32.286529541015625,80.58000183105469,69.3115005493164,152.2899932861328,159.2100067138672,26.512126922607422,52.72800064086914,130.27000427246094,111.73999786376953,176.41000366210938,32.88425064086914,81.33000183105469,134778000,5756800,2343100,10403821,56240000,9963900,18043300,32092100,38743670,10769000,69.3115005493164,129.92050170898438,143.24497985839844,20.596391677856445,52.53754806518555,106.52357482910156,91.67987823486328,175.7386932373047,24.53687286376953,67.64242553710938
